1.90059 -1.05162e-08 0.000293 1.00003e-08
1.91007 1.43714e-08 0.0002945 1.00001e-08
1.92009 1.2456e-08 0.000296 1.00001e-08
1.92983 -2.75608e-09 0.0002975 1.00003e-08
1.9398 -5.29809e-09 0.000299 1.00006e-08
1.95075 2.64705e-08 0.0003005 1.0001e-08
1.95999 6.88472e-09 0.000302 1.00015e-08
1.97022 1.1664e-08 0.0003035 1.00021e-08
1.97994 9.37396e-10 0.000305 1.00029e-08
1.98966 1.48427e-08 0.0003065 1.00039e-08
1.99983 1.87892e-08 0.000308 1.00052e-08
2.00977 1.65509e-08 0.0003615 1.00069e-08
2.02011 3.3673e-08 0.000363 1.0009e-08
2.02997 3.58427e-08 0.0003645 1.00118e-08
2.04014 5.31201e-08 0.000366 1.00153e-08
2.04977 6.85634e-08 0.0003675 1.00198e-08
2.0597 9.79304e-08 0.000369 1.00256e-08
2.07021 1.10625e-07 0.0003705 1.0033e-08
2.07983 1.51442e-07 0.000372 1.00425e-08
2.08949 1.83162e-07 0.0003735 1.00547e-08
2.10044 2.35646e-07 0.000375 1.00703e-08
2.10973 3.14545e-07 0.0003765 1.00902e-08
2.11928 3.90285e-07 0.000378 1.01158e-08
2.13 5.10548e-07 0.0003795 1.01485e-08
2.13958 6.3285e-07 0.000381 1.01904e-08
2.14973 8.17577e-07 0.0003825 1.02442e-08
2.15965 1.04192e-06 0.000384 1.0313e-08
2.17028 1.34069e-06 0.0003855 1.04011e-08
2.18022 1.70932e-06 0.000387 1.0514e-08
2.1902 2.20332e-06 0.0003885 1.06586e-08
2.2003 2.82655e-06 0.00039 1.08438e-08
2.20991 3.61171e-06 0.0003915 1.10811e-08
2.22065 4.61759e-06 0.000393 1.1385e-08
2.22994 5.90791e-06 0.0003945 1.17743e-08
2.23942 7.57173e-06 0.000396 1.2273e-08
2.24994 9.69269e-06 0.0003975 1.29117e-08
2.26013 1.24082e-05 0.000399 1.37299e-08
2.2694 1.59329e-05 0.0004005 1.47779e-08
2.27959 2.04012e-05 0.000402 1.61204e-08
2.2895 2.61202e-05 0.0004035 1.784e-08
2.30037 3.3514e-05 0.000405 2.00427e-08
2.30982 4.29034e-05 0.0004065 2.28641e-08
2.31977 5.49469e-05 0.000408 2.64782e-08
2.33008 7.04356e-05 0.0004095 3.11075e-08
2.33916 9.01465e-05 0.000411 3.70374e-08
2.34985 0.000115501 0.0004125 4.4633e-08
2.36037 0.000147858 0.000414 5.43625e-08
2.36934 0.000189486 0.0004155 6.68253e-08
2.37951 0.000242683 0.000417 8.27892e-08
2.38965 0.000310891 0.0004185 1.03238e-07
2.39989 0.000398098 0.00042 1.29431e-07
2.40974 0.000509851 0.0004215 1.62982e-07
2.41931 0.000653104 0.000423 2.05959e-07
2.43006 0.00083675 0.0004245 2.61008e-07
2.4399 0.001072 0.000426 3.31523e-07
2.44975 0.00137287 0.0004275 4.21847e-07
2.45924 0.00175848 0.000429 5.37545e-07
2.4697 0.00225228 0.0004305 5.50497e-07
2.48066 0.00288412 0.000432 6.77054e-07
2.48963 0.00369499 0.0004335 8.39162e-07
2.5004 0.00473188 0.000435 1.04681e-06
2.50956 0.00606477 0.0004365 1.31279e-06
2.51936 0.00776802 0.000438 1.6535e-06
2.53055 0.00994734 0.0004395 2.08992e-06
2.54068 0.0127425 0.000441 2.64893e-06
