2.20078 2.66734e-07 0.00039 1.00829e-08
2.2101 3.39392e-07 0.0003915 1.00973e-08
2.22012 3.93224e-07 0.000393 1.01142e-08
2.22978 4.43187e-07 0.0003945 1.01341e-08
2.23973 5.17212e-07 0.000396 1.01574e-08
2.251 6.39349e-07 0.0003975 1.01847e-08
2.25999 7.24667e-07 0.000399 1.02168e-08
2.27029 8.52913e-07 0.0004005 1.02544e-08
2.27993 9.86402e-07 0.000402 1.02986e-08
2.28956 1.17003e-06 0.0004035 1.03504e-08
2.29978 1.37242e-06 0.000405 1.04113e-08
2.30975 1.60226e-06 0.0004065 1.04827e-08
2.32012 1.89207e-06 0.000408 1.05665e-08
2.32997 2.21249e-06 0.0004095 1.06648e-08
2.34015 2.60316e-06 0.000411 1.07803e-08
2.34974 3.05517e-06 0.0004125 1.09157e-08
2.35967 3.5963e-06 0.000414 1.10747e-08
2.37024 4.205e-06 0.0004155 1.12613e-08
2.37981 4.94544e-06 0.000417 1.14803e-08
2.38943 5.79205e-06 0.0004185 1.17373e-08
2.40049 6.79813e-06 0.00042 1.20389e-08
2.4097 7.99332e-06 0.0004215 1.23929e-08
2.41919 9.36665e-06 0.000423 1.28083e-08
2.43 1.10066e-05 0.0004245 1.32959e-08
2.43953 1.28909e-05 0.000426 1.38681e-08
2.4497 1.51373e-05 0.0004275 1.45396e-08
2.45961 1.77572e-05 0.000429 1.53277e-08
2.47031 2.0848e-05 0.0004305 1.62527e-08
2.48025 2.44541e-05 0.000432 1.73382e-08
2.49022 2.87212e-05 0.0004335 1.86122e-08
2.50033 3.37166e-05 0.000435 2.01073e-08
2.5099 3.9556e-05 0.0004365 2.1862e-08
2.52073 4.64064e-05 0.000438 2.39213e-08
2.52993 5.44462e-05 0.0004395 2.63382e-08
2.53936 6.3904e-05 0.000441 2.91746e-08
2.54994 7.49788e-05 0.0004425 3.25035e-08
2.56014 8.79683e-05 0.000444 3.64103e-08
2.56934 0.000103336 0.0004455 4.09953e-08
2.57954 0.000121254 0.000447 4.63763e-08
2.58945 0.000142266 0.0004485 5.26915e-08
2.60041 0.000167126 0.00045 6.01031e-08
2.6098 0.000196074 0.0004515 6.88014e-08
2.61974 0.000230091 0.000453 7.90097e-08
2.63009 0.000270194 0.0004545 9.09904e-08
2.63907 0.000316899 0.000456 1.05051e-07
2.64984 0.000371998 0.0004575 1.21552e-07
2.66041 0.00043635 0.000459 1.40919e-07
2.66927 0.000512325 0.0004605 1.63647e-07
2.67946 0.000601192 0.000462 1.90322e-07
2.68961 0.000705635 0.0004635 2.21627e-07
2.69988 0.000827881 0.000465 2.58367e-07
2.70971 0.000971452 0.0004665 3.01485e-07
2.71923 0.00114014 0.000468 3.52089e-07
2.73006 0.00133835 0.0004695 4.11478e-07
2.73988 0.00157097 0.000471 4.81178e-07
2.74972 0.00184332 0.0004725 5.62977e-07
2.75916 0.00216326 0.000474 5.32652e-07
2.76967 0.00253859 0.0004755 6.07764e-07
2.78073 0.0029784 0.000477 6.95915e-07
2.78959 0.00349607 0.0004785 7.99371e-07
2.80044 0.00410202 0.00048 9.20787e-07
2.80952 0.00481705 0.0004815 1.06328e-06
2.8193 0.00565296 0.000483 1.23051e-06
2.83061 0.00663237 0.0004845 1.42678e-06
2.84075 0.00778426 0.000486 1.65712e-06
