1.75054  -1.21012e-08 0.0002705 	  1.00007e-08
1.76007   1.23607e-08 0.000272  	  1.00007e-08
1.77008   9.90697e-09 0.0002735    1.00007e-08
1.77985  -5.98263e-09 0.000275     1.00007e-08
1.78981  -9.37193e-09 0.0002765    1.00006e-08
1.8007   2.13388e-08 0.000278  	  1.00006e-08
1.80999  4.41985e-10 0.0002795 	  1.00005e-08
1.8202   3.60297e-09 0.000281  	  1.00003e-08
1.82995  -9.09973e-09 0.0002825    1.00001e-08
1.83969  2.40479e-09 0.000284  	  1.00002e-08
1.84984  3.48388e-09 0.0002855 	  1.00006e-08
1.85982  -2.12074e-09 0.000287     1.00013e-08
1.87008  1.11263e-08 0.0002885 	  1.00023e-08
1.87998  9.01003e-09 0.00029   	  1.00037e-08
1.89011  2.17717e-08 0.0002915 	  1.00059e-08
1.89982  3.28976e-08 0.000293  	  1.00091e-08
1.90976  5.88898e-08 0.0002945 	  1.00139e-08
1.92017  7.05031e-08 0.000296  	  1.0021e-08
1.92986  1.14672e-07 0.0002975 	  1.00315e-08
1.93959  1.57769e-07 0.000299  	  1.00471e-08
1.95035  2.35286e-07 0.0003005 	  1.00702e-08
1.95978  3.61794e-07 0.000302  	  1.01044e-08
1.96942  5.2151e-07  0.0003035 	  1.01551e-08
1.98     7.83581e-07 0.000305  	  1.02304e-08
1.98966  1.13784e-06 0.0003065 	  1.03419e-08
1.99979  1.69503e-06 0.000308  	  1.05074e-08
2.00967  2.50741e-06 0.0003615 	  1.07526e-08
2.02027  3.72485e-06 0.000363  	  1.11163e-08
2.03021  5.5137e-06  0.0003645 	  1.16554e-08
2.04019  8.19212e-06 0.000366  	  1.24548e-08
2.05028  1.2151e-05  0.0003675 	  1.36401e-08
2.05991  1.80026e-05 0.000369  	  1.53974e-08
2.07062  2.6678e-05  0.0003705 	  1.8003e-08
2.07994  3.95419e-05 0.000372  	  2.18662e-08
2.08946  5.86358e-05 0.0003735 	  2.7594e-08
2.09995  8.69186e-05 0.000375  	  3.60865e-08
2.11012  0.000128839 0.0003765 	  4.86781e-08
2.11944  0.000191187 0.000378  	  6.73474e-08
2.12961  0.000283425 0.0003795 	  9.50278e-08
2.13953  0.00042013  0.000381  	  1.36069e-07
2.15035  0.000623442 0.0003825 	  1.96919e-07
2.15983  0.000924091 0.000384  	  2.8714e-07
2.16978  0.00137001  0.0003855 	  4.20909e-07
2.18008  0.00203207  0.000387  	  5.06163e-07
2.18921  0.00301145  0.0003885 	  7.02207e-07
2.19986  0.00446566  0.00039   	  9.92876e-07
2.21035  0.00661876  0.0003915 	  1.42384e-06
2.21938  0.00981624  0.000393  	  2.06283e-06
2.22954  0.0145531   0.0003945 	  3.01023e-06
2.23967  0.0215867   0.000396  	  1.26298e-05
2.2499   0.0319876   0.0003975 	  1.67952e-05
2.25975  0.0474153   0.000399  	  2.29711e-05
2.26934  0.0703059   0.0004005 	  3.2128e-05
2.28005  0.104271    0.000402  	  4.57046e-05
2.2899   0.154637    0.0004035 	  6.58343e-05
2.29976  0.229209    0.000405  	  8.47601e-05
2.30928  0.339829    0.0004065 	  0.000117949
2.31972  0.503792    0.000408  	  0.000167157
2.33063  0.746647    0.0004095 	  0.000240116
2.33965  1.1073      0.000411  	  0.00034829
2.35038  1.6412      0.0004125 	  0.000508678
2.35959  2.43636     0.000414  	  0.00234795
2.3694   3.61125     0.0004155 	  0.00328817
2.38052  5.34776     0.000417  	  0.00468221
2.39065  7.93097     0.0004185 	  0.00674912
